time,open,high,low,close,volume
7/1/2013,535.91,537.02,531.45,534.85,11140
7/2/2013,536.2,544.98,536.2,544.98,12620
7/3/2013,545.17,549.3,543.2,543.95,17100
7/4/2013,545.55,547.83,543.66,543.66,14960
7/5/2013,544.74,546.61,542.11,543.38,13760
7/8/2013,542.75,543.3,537.57,539.92,11540
7/9/2013,539.25,541.87,537.57,541.53,9120
7/10/2013,543.52,544.73,538.97,538.97,9470
7/11/2013,538.9,539.85,536.52,539.51,12830
7/12/2013,540.5,548.27,540.33,548.27,21910
7/15/2013,551.41,551.65,547.04,548.6,18630
7/16/2013,548.82,552.46,548,549.75,17280
7/17/2013,551.01,552.52,547.44,551.38,19220
7/18/2013,549.79,554.71,548.58,550.67,22710
7/19/2013,551.88,557.45,551.88,556.56,18510
7/22/2013,557.23,560.49,554.38,557.97,22160
7/23/2013,557.24,559.68,556.07,556.79,21810
7/24/2013,556.08,556.11,547.1,548.24,24750
7/25/2013,547.55,548.84,543.52,544.15,19480
7/26/2013,544.46,546.67,539.83,544.88,19530
7/29/2013,544.4,544.99,536.51,537.42,12140
7/30/2013,537.45,543.04,537.03,541.78,10210
7/31/2013,540.68,543.69,538.66,542.52,7990
8/1/2013,540.53,544.68,540.27,543.56,10860
8/2/2013,544.39,546.63,543.91,545.59,9150
8/5/2013,544.55,548.71,544.17,546.18,8210
8/6/2013,545.79,549.45,544.57,549.45,10650
8/7/2013,550.32,554.53,548.26,553.29,15050
8/8/2013,553.13,556.75,550.07,550.07,9640
8/9/2013,551.14,553.72,550.54,552.27,9380
8/12/2013,553.18,553.42,549.23,550.07,9510
8/13/2013,550.5,553.92,548.53,550.36,12230
8/14/2013,549.7,554.34,547.53,554.34,11670
8/15/2013,554.35,560.46,554.35,559.07,21010
8/16/2013,558.72,561.12,556.26,559.16,19570
8/19/2013,559.07,565.56,558.71,561.62,23410
8/20/2013,560.54,562.29,556.05,557.52,21030
8/21/2013,557.9,557.9,549.42,555.93,17490
8/22/2013,553.71,556.44,546.7,549.54,20010
8/23/2013,549.69,550.73,537.73,542.08,22410
8/26/2013,541.29,543.38,533.46,543.38,16080
8/27/2013,541.81,542.81,538.57,539.97,8160
8/28/2013,535.43,535.66,523.27,528.62,27010
8/29/2013,528.17,531.03,523.51,523.51,17990
8/30/2013,523.89,531.23,517.75,531.23,15110
9/3/2013,531.15,533.1,525.96,527.92,10050
9/4/2013,528.07,530.5,522.86,525.66,14800
9/5/2013,526.61,531.9,523.91,531.71,11930
9/6/2013,532.8,535.44,529.48,534.8,14580
9/9/2013,534.22,534.22,523.38,524.17,13470
9/10/2013,525.8,530.59,525.8,530.19,9290
9/11/2013,531.43,534.42,528.89,531.91,12180
9/12/2013,530.21,532.6,529.62,531.17,8240
9/13/2013,530.09,532.8,529.08,531.21,11460
9/16/2013,532.54,534.87,529.56,531.99,16670
9/17/2013,532.82,536.65,532.82,535.8,14220
9/18/2013,536.15,536.68,530.54,531.63,13240
9/19/2013,532.88,537.04,532.88,533.83,14040
9/20/2013,533.83,537.57,532.27,537.57,62590
9/23/2013,535.47,540.25,534.19,540.25,13950
9/24/2013,539.43,544.37,539.43,543.23,22880
9/25/2013,542.38,549.39,542.35,545.83,30620
9/26/2013,545.42,547.58,542.6,545.83,18270
9/27/2013,544.55,547.56,543.33,545.49,16880
9/30/2013,546.1,551.56,545.43,551.56,24860
10/1/2013,551.71,555.21,549.32,549.63,40200
10/2/2013,550.36,554.16,549.91,552.73,21530
10/3/2013,552.41,552.66,548.44,549.58,19120
10/4/2013,549.74,552.27,548.63,552.07,17850
10/7/2013,552.55,557.95,552.3,557.54,22800
10/8/2013,557.83,560.36,555.02,558.55,29150
10/9/2013,558.24,558.99,555.25,556.72,17700
10/10/2013,556.19,557.46,551.86,551.86,22760
10/11/2013,551.89,555.81,551.89,552.16,16840
10/14/2013,551.29,552.68,549.63,551.48,11060
10/15/2013,550.7,553.9,550.58,553.9,19920
10/16/2013,553.14,558.51,552.69,557.15,23980
10/17/2013,559.67,560.31,556.6,557.79,20090
10/18/2013,557.32,560.03,555.7,559.38,19230
10/21/2013,561.28,562.91,559.25,561.3,28330
10/22/2013,560.22,563.19,558.61,560.36,20460
10/23/2013,562.07,565.78,562.06,565.28,27330
10/24/2013,564.71,566.53,561.47,562.02,33300
10/25/2013,563.01,563.03,559.18,560.57,21910
10/28/2013,560.4,560.84,555.95,555.95,16250
10/29/2013,553.5,556.94,552.54,556.15,13420
10/30/2013,557.07,558.87,556.95,557.23,10710
10/31/2013,557.69,558.53,555.11,555.56,10270
11/1/2013,557.02,557.18,553.85,554.73,12220
11/4/2013,555.49,555.93,552.24,554.97,16630
11/5/2013,555.47,557.95,552.83,557.72,16800
11/6/2013,560.22,561.93,559.15,561.93,21070
11/7/2013,561.63,562.75,558.83,559.12,28150
11/8/2013,558.4,559.75,556.78,556.78,17290
11/11/2013,557.02,559.95,556.03,559.32,18940
11/12/2013,559.24,559.77,554.08,555.11,27780
11/13/2013,554.33,556.26,552.84,553.09,19380
11/14/2013,552.47,555.73,552.35,555.73,18920
11/15/2013,555.38,559.9,555.38,559.75,25460
11/18/2013,562.54,567.05,562.54,565.36,35390
11/19/2013,565.72,567.55,564.89,564.89,20330
11/20/2013,564.8,566.44,562.82,566.44,23870
11/21/2013,567.09,571.65,563.45,563.45,41160
11/22/2013,565.08,567.39,562.87,566.28,23210
11/25/2013,566.66,571.14,566.66,567.42,23760
11/26/2013,567.15,570.95,565.31,568.85,24350
11/27/2013,571.1,573.34,568.1,568.33,24720
11/28/2013,569.18,570.85,567.99,570.56,16040
11/29/2013,569.07,570.78,568.13,569.06,20590
12/2/2013,569.66,569.92,567.24,568.87,16930
12/3/2013,568.29,575.72,568.29,571.71,37320
12/4/2013,572.23,572.87,570.46,570.91,27520
12/5/2013,570.69,572.83,567.83,569.18,24490
12/6/2013,569.31,571.54,568.51,570.11,20210
12/9/2013,574.92,575.26,572.75,573.21,33160
12/10/2013,574.15,575.59,570.68,572.13,18690
12/11/2013,572.12,572.28,564.39,565.69,28850
12/12/2013,563.69,568.19,562.55,567.4,21210
12/13/2013,567.76,569.69,566.03,566.47,15750
12/16/2013,563.59,567.97,560.93,560.93,16050
12/17/2013,561.88,565.94,561.61,565.94,13960
12/18/2013,564.9,566.55,563.99,566.27,13200
12/19/2013,566.37,568.03,565.32,565.52,24580
12/20/2013,565.98,566.37,560.68,560.68,37630
12/23/2013,562.86,566.79,562.54,565.98,23310
12/24/2013,566.33,567.01,562.85,562.85,17250
12/25/2013,563.68,563.71,559.99,561.18,14080
12/26/2013,561.13,564.75,560.72,562.45,17980
12/27/2013,562.73,565.34,562.28,562.28,16600
12/30/2013,562.27,563.18,556.37,556.37,24080
12/31/2013,556.82,563.54,554.68,562.2,18230
1/2/2014,563.41,564.33,559.89,562,14640
1/3/2014,561.35,563.61,560.98,562.8,14100
1/6/2014,563.89,566.3,561.12,566.3,18330
1/7/2014,567.26,571.39,567.26,568.15,23900
1/8/2014,568.2,573.64,566.61,573.11,25130
1/9/2014,572.02,577.19,572.02,577.19,27340
1/10/2014,577.75,581.07,576.16,576.16,29090
1/13/2014,576.52,579,575.5,576.61,25170
1/14/2014,576.81,582.97,575.8,580.59,28450
1/15/2014,582.1,585.32,580.16,583.07,33370
1/16/2014,584.94,589.46,582.62,589.46,30770
1/17/2014,594.37,612.23,594.37,605.5,53960
1/20/2014,607.09,627.53,607.09,620.69,39270
1/21/2014,624.61,634.08,614.5,634.08,36430
1/22/2014,634.36,640.05,625.7,626.04,42820
1/23/2014,624.08,630.31,621.85,626.62,27040
1/24/2014,628.28,628.38,623.72,627.91,30860
1/27/2014,625.63,625.77,622.31,624.7,28150
2/6/2014,623.08,629.39,619.05,626.31,33660
2/7/2014,629.98,632.24,621.97,622.82,42170
2/10/2014,622.93,631.42,622.46,631.42,38710
2/11/2014,634.9,637.26,627.4,627.4,64470
2/12/2014,629.72,637.79,627.33,637.79,45510
2/13/2014,640.18,643.65,637.29,641.73,58960
2/14/2014,641.81,645.94,639.57,641.41,49180
2/17/2014,638.47,642.72,635.28,638.8,58500
2/18/2014,640.04,645.6,638.32,645.6,53200
2/19/2014,648.91,650.57,645.44,650.43,47880
2/20/2014,650.47,654.31,631.73,638.7,86200
2/21/2014,637.93,643.63,630.1,639.37,42450
2/24/2014,641.39,648.49,638.1,648.49,40010
2/25/2014,645.99,661.53,645.99,661.53,51000
2/26/2014,668.59,669.62,659.74,667.91,58440
2/27/2014,666.72,677.66,662.74,662.74,86910
2/28/2014,664.16,668.42,657.21,663.81,44820
3/3/2014,663.17,663.48,643.95,643.95,52080
3/4/2014,636.93,641.89,631.93,638.79,46920
3/5/2014,646.23,647.85,642.66,645.76,32130
3/6/2014,646.39,650.74,645.3,648.62,39900
3/7/2014,650.93,654.2,650.09,651.46,47090
3/10/2014,652.54,656.87,651.78,655.8,48390
3/11/2014,656.93,662.85,653.7,661.61,49250
3/12/2014,665.92,672.15,663.84,663.84,53070
3/13/2014,664.1,669.21,661.95,669.21,48200
3/14/2014,669.7,673.91,665.77,668.39,50690
3/17/2014,672.54,673.8,669.54,672.15,51380
3/18/2014,671.87,677.52,669.66,673.68,72170
3/19/2014,673.56,681.94,673.53,681.94,65270
3/20/2014,683.11,684.8,674.97,676.08,63080
3/21/2014,676.93,688.7,676.43,679.98,111570
3/24/2014,688.29,690.57,683.95,689.32,63010
3/25/2014,689.22,692.83,682.75,682.75,80420
3/26/2014,684.6,685.25,663.77,664.87,82710
3/27/2014,665.72,670.34,658.32,669.89,50560
3/28/2014,672.57,677.71,670.94,676.31,39880
3/31/2014,677.7,678.81,670.43,670.43,41070
4/1/2014,669.93,672.23,657.86,660.13,65610
4/2/2014,661.05,663.53,649.14,658.01,49390
4/3/2014,661.44,667.42,659.39,664.88,32490
4/4/2014,665.33,667.34,662.5,667.33,33890
4/7/2014,669.3,674.7,669.3,672.97,40000
4/8/2014,673.2,675.44,670.82,672.06,37140
4/10/2014,674.68,677.09,667.57,670.06,42560
4/11/2014,665.35,668.29,662.13,665.85,42620
4/14/2014,668.96,668.96,661.12,661.12,33810
4/15/2014,660.76,663.36,647.74,647.74,48890
4/16/2014,644.19,646.21,626.26,634.76,56150
4/17/2014,640.62,645.41,636.57,642.48,33950
4/18/2014,642.08,642.08,621.13,621.13,39100
4/21/2014,619.86,625.25,613.67,613.67,31620
4/22/2014,615.05,630.88,612.23,630.88,30630
4/23/2014,630.5,636.57,626.62,629.78,22600
4/24/2014,629.72,631.77,626.94,629.16,15890
4/25/2014,629.65,637.46,629.65,636.35,23950
4/28/2014,636.49,638.27,628.9,628.9,20410
4/29/2014,626.58,633.01,626.58,632.1,14990
5/5/2014,631.64,631.95,613.75,614.36,28440
5/6/2014,613.38,613.38,593.85,605.2,37740
5/7/2014,606.87,612.49,603,609.51,17090
5/8/2014,598.77,598.77,572.28,575.31,68710
5/9/2014,568.97,588.54,568.97,587.91,36960
5/12/2014,578.81,578.81,556.45,563.3,39840
5/13/2014,552.56,564.5,552.56,560.11,36770
5/14/2014,556.94,581.83,556.84,581.83,38140
5/15/2014,581.2,589.78,562.23,575.53,44630
5/16/2014,573.63,582.69,569.91,581.93,33270
5/19/2014,582.54,590.5,577.93,589.31,31020
5/20/2014,586.35,590.61,581.61,590.27,29140
5/21/2014,590.69,597.78,585.1,596.82,35250
5/22/2014,595.27,600.15,592.75,592.75,33890
5/23/2014,593.68,597.43,591.77,594.35,21610
5/26/2014,594.04,597.8,588.05,596.24,18600
5/27/2014,596.01,606.02,595.38,605.87,37760
5/28/2014,608.25,615.46,608.25,614.88,34820
5/29/2014,614.21,622.35,611.75,615.01,36570
5/30/2014,614.32,619.25,612.78,618,27220
6/2/2014,614.74,617.68,607.91,610.99,24080
6/3/2014,611.11,614.82,608.28,612.49,15240
6/4/2014,612.97,613.38,601.06,603.83,21150
6/5/2014,601.64,604.76,597.7,601.6,13610
6/6/2014,603.72,608.48,602.19,608.48,17260
6/9/2014,609.2,615.47,606.3,610.92,36320
6/10/2014,609.97,612.27,608.59,608.59,24570
6/11/2014,609.36,615.52,609.2,615.52,25090
6/12/2014,615.99,617.66,612.09,616.11,28910
6/13/2014,616.24,620.84,614.61,617.73,20910
6/16/2014,619.98,620.86,618.07,618.62,25270
6/17/2014,617.56,622.73,616.65,620.61,31520
6/18/2014,619.71,622.69,618.61,618.61,24600
6/19/2014,612.72,617.03,606.96,613.82,35570
6/20/2014,616.09,619.32,607.23,607.23,68330
6/23/2014,609.03,613.06,609.03,609.99,16570
6/24/2014,609.75,613.75,608.67,612.54,15360
6/25/2014,612.63,619.02,612.63,618.1,37150
6/26/2014,618.1,622.37,616.4,619.91,33730
6/27/2014,619.51,621.23,616.85,616.85,18330
6/30/2014,617.01,619.03,615.06,615.06,18770
7/1/2014,615.87,621.1,615.43,617.96,27740
7/2/2014,618.77,622.41,617.69,620.2,33940
7/3/2014,621.91,627.17,621.91,627.17,42170
7/4/2014,628.06,633.22,628.06,631.02,35240
7/7/2014,635.49,639.55,634.62,636.75,35620
7/8/2014,637.74,638.91,632.25,636.21,31670
7/9/2014,636.26,638.15,635.14,636.64,27130
7/10/2014,635.73,635.73,625.16,628.78,38020
7/11/2014,627.44,629.45,623.73,627.1,21520
7/14/2014,628.48,632.54,627.08,632.54,21960
7/15/2014,635.41,637.81,635.41,636.09,26600
7/16/2014,641.52,643.03,637.13,637.13,35170
7/17/2014,635.91,638.56,633.36,636.3,22240
7/18/2014,635.73,645.52,635.31,645.52,31400
7/21/2014,644.77,650.97,642.56,645.33,29810
7/22/2014,644.75,645.57,640.13,641.95,25090
7/23/2014,642.74,643.56,638.97,640.84,15760
7/24/2014,640.07,647.4,640.07,646.64,22260
7/25/2014,647.6,650.57,641.96,641.96,29280
7/28/2014,640.13,640.27,628.1,630.3,44840
7/29/2014,630.61,633.58,627.24,633.58,27430
7/30/2014,631.62,635.22,629.07,629.07,41150
7/31/2014,628.93,637.07,628.41,637.04,26590
8/1/2014,635.87,636.75,632.8,635.01,26580
8/4/2014,631.14,639.18,631.14,638.98,34390
8/5/2014,640.25,643.56,638.75,643.56,35110
8/6/2014,643.56,647.63,641.58,644,37900
8/7/2014,641.04,644.46,639.54,644.19,40580
8/8/2014,644.04,646.3,640.18,641.93,43750
8/11/2014,639.43,642.15,636.48,638.22,33950
8/12/2014,637.22,642.93,635.82,639.96,35930
8/13/2014,639.75,645.17,639.75,645.17,43810
8/14/2014,646.42,650.49,645.85,649.85,49920
8/15/2014,649.62,650.09,645.13,645.13,46220
8/18/2014,646.35,649.18,643.94,647,57060
8/19/2014,647.98,650.2,644.7,645.46,51920
8/20/2014,645.9,649.32,643.29,645.44,44320
8/21/2014,644.95,653.44,644.95,649.94,71640
8/22/2014,650.99,657.39,650.99,654.96,78580
8/25/2014,659.13,663.42,657.74,661.76,71860
8/26/2014,665.3,670.29,663.81,668.25,59950
8/27/2014,670.8,674.6,664.19,667.9,72120
8/28/2014,667.35,673.29,666.36,668.96,63870
8/29/2014,672.14,678.68,668.36,676.82,75100
9/3/2014,681.09,684.82,678.48,678.9,81870
9/4/2014,678.4,680.41,675.32,678.59,57470
9/5/2014,678.81,679.7,675.84,677.62,53840
9/8/2014,681.26,683.36,678.41,678.83,65120
9/9/2014,678.83,678.89,659.97,664.65,96200
9/10/2014,663.89,667.55,653.53,666.42,57260
9/11/2014,668.19,670.39,663.84,665.09,52320
9/12/2014,666.15,669.87,664.23,669.78,50660
9/15/2014,670.67,674.09,668.42,668.42,99520
9/16/2014,666.69,668.96,659.97,666.66,79420
9/17/2014,667.79,671.3,664.33,665.66,78220
9/18/2014,665.51,668.2,658.02,659.63,68240
9/19/2014,658.86,662.48,654.54,654.54,138990
9/22/2014,659.72,662.6,653.19,653.19,44440
9/23/2014,652.88,663.41,652.76,658.31,48440
9/24/2014,656.97,661.13,653.34,655.14,45960
9/25/2014,653.53,653.72,642.83,653.39,53240
9/26/2014,655.55,656.44,649.63,649.63,54840
9/29/2014,650.08,650.08,642.98,642.98,48720
9/30/2014,641.13,646.88,637.85,644.25,64730
10/1/2014,648.98,655.85,648.87,655.06,70400
10/2/2014,655.97,659.83,653.03,659.64,68720
10/3/2014,659.05,663.54,658.04,659.25,69620
10/6/2014,658.84,663.65,657.93,662.43,57170
10/7/2014,661.84,662.16,658.14,659.16,59340
10/8/2014,657.35,661.67,655.15,658.98,55360
10/9/2014,660.9,662.75,657.11,657.11,44390
10/10/2014,655.72,659.11,651.52,651.72,48940
10/13/2014,650.76,653.69,646.51,651.07,41340
10/14/2014,651.91,653.1,641.13,641.13,37230
10/15/2014,640.12,642.63,634.34,641.63,41890
10/16/2014,639.79,639.98,622.03,623.76,69090
10/17/2014,623.36,627.42,613.76,624.77,53870
10/20/2014,624.98,632.52,622.21,628.09,31720
10/21/2014,627.96,635.36,627.11,633.81,28360
10/22/2014,635.72,639.55,635.02,637.85,42820
10/23/2014,636.33,638.56,630.84,630.84,66740
10/24/2014,629.83,633.04,625.49,629.52,31840
10/27/2014,626.19,628.64,615.15,615.15,40920
10/28/2014,613.23,621.19,613.23,618.99,54300
10/29/2014,620.18,628.6,620.18,628.1,44200
10/30/2014,628.5,630.62,626.5,627.21,36340
10/31/2014,628.53,638.78,626.64,638.78,52200
11/3/2014,644.03,646.76,642.47,644.64,39210
11/4/2014,641.73,644.75,639.91,639.91,33910
11/5/2014,638.9,643.36,633.89,637.68,48120
11/6/2014,638.17,641.39,636.17,637.56,26100
11/7/2014,638.87,643.49,637.07,642.77,54480
11/10/2014,644.05,647.01,642.9,642.9,53920
11/11/2014,643.26,647.1,641.47,642.02,59140
11/12/2014,643.07,644.76,640.58,641.89,46240
11/13/2014,642.4,644.53,638.87,638.87,60400
11/14/2014,638.24,638.71,632.28,637.9,65400
11/17/2014,639.53,640.93,637.18,637.21,40380
11/18/2014,637.12,637.61,627.84,627.84,48270
11/19/2014,628.44,630.64,623.66,623.66,56970
11/20/2014,627.65,630.57,624.87,628.8,75830
11/21/2014,629.07,631.21,623.74,623.74,68730
11/24/2014,620.57,622.24,615.45,616.39,49000
11/25/2014,618.48,624.83,618.48,623.23,42600
11/26/2014,624.68,625.92,615.22,616.48,70170
11/27/2014,615.91,616.56,609.7,615.57,48100
11/28/2014,615.19,616.98,611.15,611.15,52810
12/1/2014,612.86,617.19,612.68,614.44,53410
12/2/2014,615.32,616.16,613.57,613.57,44310
12/3/2014,614.72,621.05,614.72,619.29,46510
12/4/2014,619.43,626.1,619.43,624.31,44080
12/5/2014,625.53,628.13,623.13,624.67,35170
12/8/2014,622.9,623.85,617.1,619.87,42630
12/9/2014,617.02,617.02,603.13,603.85,71380
12/10/2014,601.92,611.51,597.97,610.81,48320
12/11/2014,604.88,612.8,601.84,604.8,41320
12/12/2014,603.35,609.66,603.35,609.33,31790
12/15/2014,607.56,610.59,603.92,603.92,32350
12/16/2014,601.75,602,591.28,591.78,48620
12/17/2014,592.34,593.39,563.92,569.71,74430
12/18/2014,573.93,579.73,571.14,578.88,50620
12/19/2014,578.4,582.59,570.61,570.61,123090
12/22/2014,577.08,587.64,576.98,587.56,32380
12/23/2014,589.2,594.41,584.62,589.61,40040
12/24/2014,591.61,593.55,588.17,591.19,25600
12/25/2014,588.63,589.79,584.1,585.19,28750
12/26/2014,585.45,587.46,577.98,582.45,40240
12/29/2014,583.36,589.18,578.53,583.36,50290
12/30/2014,582.65,591.18,578.33,591.18,38820
12/31/2014,592.02,601.93,591.84,601.66,56990
1/5/2015,600.48,604.99,599.69,599.69,50120
1/6/2015,594.37,606.45,593.46,606.37,44820
1/7/2015,606.49,611.78,606.49,607.65,52990
1/8/2015,607.52,609.85,605.37,606.85,35330
1/9/2015,608.26,619.52,608.26,618.41,54770
1/12/2015,618.04,624.18,615.49,615.73,74160
1/13/2015,614.22,619.58,614.06,619.39,46040
1/14/2015,620.56,621.75,611.9,616.84,46840
1/15/2015,617.12,619.05,613.8,617.62,50260
1/16/2015,616.89,617.52,613.4,614.72,45620
1/19/2015,616.91,618.29,609.77,611.64,37280
1/20/2015,611.46,614.5,608.32,609.19,27310
1/21/2015,611.5,611.63,606.53,606.53,27810
1/22/2015,607.68,613.35,604.35,610.31,35660
1/23/2015,611.79,618.9,611.79,615.16,43470
1/26/2015,618.14,619.21,612.64,612.64,27980
1/27/2015,613.03,616.69,606.75,609.98,56520
1/28/2015,610.54,614.95,608.41,613.53,42690
1/29/2015,613.87,615.63,610.57,613.9,38860
1/30/2015,613.41,613.47,604.98,606.54,33840
2/2/2015,606.02,609.79,598.46,598.46,28620
2/3/2015,600.02,601.33,585.47,585.47,37860
2/4/2015,585.32,588.83,581.24,588.83,45740
2/5/2015,587.54,593.56,587.47,591.28,29520
2/6/2015,592.4,597.06,592.4,595.69,23400
2/9/2015,595.69,598.82,594.77,594.77,27640
2/10/2015,594.79,599.43,594.72,595.53,23230
2/11/2015,596.7,607.33,596.41,607.33,36020
2/12/2015,608.89,614.69,608.89,613.36,37580
2/13/2015,615.33,618.46,614.96,617.2,30280
2/24/2015,619.48,624.17,618.73,624.17,27540
2/25/2015,623.69,627.94,619.23,619.44,37930
2/26/2015,621,623.99,618.09,623.84,45480
2/27/2015,625.35,625.35,618.39,618.39,31020
3/2/2015,619.2,621.04,615.39,617.05,33080
3/3/2015,618,627.39,618,627.27,46450
3/4/2015,628.77,630.52,625.66,629.69,38280
3/5/2015,629.58,630.72,625.25,625.25,44970
3/6/2015,625.15,629.71,622.75,622.75,37190
3/9/2015,623.73,628.07,620.04,620.88,36120
3/10/2015,619.37,622.95,618.96,621.1,48320
3/11/2015,622.48,623.65,619.27,619.27,33460
3/12/2015,619,621.81,616.52,620.24,35830
3/13/2015,620.4,622.56,616.94,616.94,50020
3/16/2015,613.99,616.42,609.78,610.63,52210
3/17/2015,609.37,612.72,609.37,611.24,44170
3/18/2015,610.31,611.2,607.08,607.18,41910
3/19/2015,607.64,608.81,600.87,601.31,39520
3/20/2015,600.19,604.67,599.91,603.76,105740
3/23/2015,604.09,607.4,597.94,598.07,46210
3/24/2015,596.65,596.65,590.18,593.8,35140
3/25/2015,593.5,593.96,589.42,590.17,38160
3/26/2015,587.99,590.94,585.81,586.7,30030
3/27/2015,588.68,590.64,580.34,583.02,34430
3/30/2015,583.22,584.99,576.41,576.6,36170
3/31/2015,576.8,582.51,576.8,579.97,38520
4/1/2015,580.27,580.61,568.45,569.48,49560
4/2/2015,571.22,576.99,567.48,576.13,35100
4/3/2015,577.36,580.11,574.43,577.66,30630
4/6/2015,578.14,579.56,572.71,572.71,20250
4/7/2015,572.72,578.21,570.09,577.69,40890
4/8/2015,578.6,580.08,574.85,575.94,26890
4/9/2015,575.5,581.25,575.36,578.35,22950
4/10/2015,579.53,586.9,579.53,583.34,32640
4/13/2015,586.09,589.77,585.86,589.77,26930
4/14/2015,589.11,592.03,587.24,587.24,20010
4/15/2015,588.32,592.45,587.21,590.78,31430
4/16/2015,593.91,597.01,592.84,595.09,37410
4/17/2015,595.43,602.83,595.43,599.12,45870
4/20/2015,599.66,599.89,593.96,595.82,21460
4/21/2015,595.1,598.24,593.67,593.67,31600
4/22/2015,594.89,597.4,593.99,594,26170
4/23/2015,594.13,596.85,589.61,592.71,27230
4/24/2015,594.3,596.93,593.03,596.1,19370
4/27/2015,599.99,600.36,593.15,593.15,16770
5/4/2015,589.54,593.95,575.16,576.52,44370
5/5/2015,576.34,585.45,571.07,585.45,37350
5/6/2015,585.64,585.64,578.89,579.39,24920
5/7/2015,578.84,584.45,577.62,582.4,19650
5/8/2015,581.87,586.21,581.35,582.91,26940
5/11/2015,582.99,585.88,579.41,579.41,51360
5/12/2015,580.11,580.27,570.11,571,30320
5/13/2015,572.33,573.24,565.11,569.28,36540
5/14/2015,568.77,570.66,567.28,569.89,23840
5/15/2015,569.39,570.58,561.87,561.87,27120
5/18/2015,559.99,560.96,552.87,552.9,47280
5/19/2015,552.46,556.92,552.46,556.44,30450
5/20/2015,556.99,572.34,556.99,572.34,56800
5/21/2015,574.5,578.64,570.49,578.64,50170
5/22/2015,577.86,586.58,574.6,586.58,45580
5/25/2015,585.08,589.18,582.45,588.36,44380
5/26/2015,588.5,594.3,587.77,591.13,55050
5/27/2015,589.31,592.28,587.96,589.82,45580
5/28/2015,589.06,599.22,588.19,594.27,65730
5/29/2015,594.34,597.08,588.15,589.32,59340
6/1/2015,590.44,597.2,590.13,593.61,49290
6/2/2015,593.34,596.96,588.63,588.63,51860
6/3/2015,587.59,591.82,585.42,585.6,66720
6/4/2015,586.82,590.42,586.18,587.48,37310
6/5/2015,589.16,593.95,585.86,592.22,63410
6/8/2015,592.22,599.19,592.22,594.51,86060
6/9/2015,593.56,599.44,591.9,593.36,60360
6/10/2015,593.6,597.3,590.69,595.06,55790
6/11/2015,598.47,602.96,597.27,601.4,79230
6/12/2015,602.3,604.63,600.03,604.29,65170
6/15/2015,605.47,606.8,601.88,604.53,75550
6/16/2015,605.8,607.6,600.92,600.92,76580
6/17/2015,599.52,603.62,595.35,598.25,54840
6/18/2015,598.58,602.55,598.58,600.45,42400
6/19/2015,603.43,606.82,601.09,603.26,124380
6/22/2015,608,615.19,607.64,615.1,91260
6/23/2015,614.86,617.35,612.7,614.42,52730
6/24/2015,612.66,615.34,610.11,610.73,57370
6/25/2015,610.49,611.4,606.18,609.49,45890
6/26/2015,606.76,617.82,606.76,608.92,73960
6/29/2015,608.75,620.22,608.75,620.22,52260
6/30/2015,616.19,626.86,616.19,622.43,65960
7/1/2015,624.36,624.97,617.57,622.91,45220
7/2/2015,622.57,633.28,621.79,633.28,47990
7/3/2015,635.89,639.87,635.34,639.87,66980
7/6/2015,643.19,649.54,642.35,649.54,66840
7/7/2015,647.83,656.46,644.74,653.27,68620
7/8/2015,652.98,655.9,640.61,645.67,88580
7/9/2015,638.89,648.91,635.73,646.58,50980
7/10/2015,651,652.29,647.2,648.73,74170
7/13/2015,652.37,655.45,648.22,652.28,53610
7/14/2015,653.67,658.51,648.89,658.28,59940
7/15/2015,658.81,661.97,651.45,651.45,48800
7/16/2015,647.99,652.55,644.13,649.06,47410
7/17/2015,649.24,653.18,648.66,651.03,39670
7/20/2015,646.69,647.04,639.9,644.19,37220
7/21/2015,643.83,647.03,636.91,641.45,36950
7/22/2015,640.42,655.11,639.66,655.06,43580
7/23/2015,656.53,662.05,655.17,655.74,47320
7/24/2015,657.47,661.15,653.95,657.97,43930
7/27/2015,658.63,667.17,658.16,665.66,56840
7/28/2015,666.01,668.8,659.6,659.6,71460
7/29/2015,659.53,662.57,651.21,651.21,54240
7/30/2015,651.35,652.74,648.12,651.7,39570
7/31/2015,653.03,654.56,647.36,647.36,39550
8/3/2015,642.46,642.61,632.93,636.92,60170
8/4/2015,637.2,638.14,631.27,631.27,32760
8/5/2015,632.89,639.33,632.89,639.33,33710
8/6/2015,639.96,640.52,632.97,633.53,40260
8/7/2015,635,638.75,631.97,638.4,29630
8/10/2015,637.58,649.99,637.58,649.99,34570
8/11/2015,646.63,648.87,642.28,643.42,45010
8/12/2015,639.7,641.12,630.99,632.9,45380
8/13/2015,632.1,632.1,619.1,622.83,53410
8/14/2015,621.34,625.84,615.55,618.94,39350
8/17/2015,618.99,621.01,604.67,607.44,51760
8/18/2015,605.42,611.8,604.7,611.8,41590
8/19/2015,610,611.63,600.69,608.91,42680
8/20/2015,606.66,609.72,597.46,598.22,48140
8/21/2015,589.51,591.32,572.16,587.83,91080
8/24/2015,580.86,580.86,552.23,558.92,84590
8/25/2015,544.1,567.56,544.1,561,72790
8/26/2015,561.17,577.15,561.17,574.88,61460
8/27/2015,579.74,583.7,577.88,581.51,53830
8/28/2015,585.35,597.81,582.42,597.81,71450
8/31/2015,596.58,596.58,586.23,586.23,40140
